Timestamp,Latitude,Longitude,Altitude (m),Vertical Accuracy (m),Horizontal Accuracy (m),Speed (m/s),Course (deg)
2031-04-02T07:55:00Z,-48.45401,-123.470039,105.2,4.2,6.6,3.41,118.6
2031-04-02T07:55:05Z,-48.454141,-123.469761,106.2,4.7,5,5.04,125.3
2031-04-02T07:55:10Z,-48.454213,-123.469541,107,4.1,7,3.62,116.4
2031-04-02T07:55:15Z,-48.454309,-123.469287,108,2.4,6.2,4.31,119.7
2031-04-02T07:55:20Z,-48.454383,-123.469068,108.7,3.4,6.2,3.64,117
2031-04-02T07:55:25Z,-48.454455,-123.468765,109.7,2.5,5.1,4.75,109.6
2031-04-02T07:55:30Z,-48.454495,-123.468437,110.7,2.5,7.4,4.92,100.4
2031-04-02T07:55:35Z,-48.454543,-123.468159,111.3,3.6,5,4.24,104.5
2031-04-02T07:55:40Z,-48.45459,-123.467868,112,4.2,7.9,4.43,103.8
2031-04-02T07:55:45Z,-48.454616,-123.467587,112.9,4.7,4.5,4.18,98
2031-04-02T07:55:50Z,-48.454629,-123.467228,113.6,4.1,4.5,5.3,93
2031-04-02T07:55:55Z,-48.45466,-123.466912,114.5,3.7,5,4.73,98.5
2031-04-02T07:56:00Z,-48.454667,-123.466561,115.6,3.1,4.9,5.18,91.7
2031-04-02T07:56:05Z,-48.454652,-123.466258,116,2.4,6.1,4.48,85.7
2031-04-02T07:56:10Z,-48.454613,-123.466024,117.1,3,8,3.56,76
2031-04-02T07:56:15Z,-48.454546,-123.465679,117.6,4.5,6.4,5.3,73.7
2031-04-02T07:56:20Z,-48.45449,-123.465351,118.5,3.1,3.8,5,75.5
2031-04-02T07:56:25Z,-48.454472,-123.46506,119.6,3.2,3.3,4.32,84.6
2031-04-02T07:56:30Z,-48.45445,-123.464711,119.9,3.9,3.7,5.18,84.7
2031-04-02T07:56:35Z,-48.45444,-123.464454,120.9,3.7,5.8,3.79,86.4
2031-04-02T07:56:40Z,-48.454454,-123.464209,121.8,3.4,5.3,3.64,95
2031-04-02T07:56:45Z,-48.454508,-123.46387,122.2,2.4,5.7,5.16,103.4
2031-04-02T07:56:50Z,-48.45457,-123.463574,122.6,3.6,7.2,4.58,107.7
2031-04-02T07:56:55Z,-48.45461,-123.463216,122.8,2.6,3.4,5.37,99.4
2031-04-02T07:57:00Z,-48.454652,-123.462901,123.5,3.6,3.7,4.73,101.3
2031-04-02T07:57:05Z,-48.454663,-123.462532,123.6,4.6,3.4,5.46,92.7
2031-04-02T07:57:10Z,-48.454639,-123.462204,123.9,2.2,7.7,4.87,83.8
2031-04-02T07:57:15Z,-48.454591,-123.461823,124.3,3.4,5.6,5.72,79.3
2031-04-02T07:57:20Z,-48.454565,-123.461507,124.6,3.4,5,4.71,82.9
2031-04-02T07:57:25Z,-48.454526,-123.461239,124.6,3.8,3.9,4.05,77.6
2031-04-02T07:57:30Z,-48.454506,-123.460865,125.3,2.4,3,5.54,85.4
2031-04-02T07:57:35Z,-48.454458,-123.46051,125.9,4.4,5.4,5.35,78.4
2031-04-02T07:57:40Z,-48.454451,-123.460238,126.3,2.7,5.8,4.02,87.9
2031-04-02T07:57:45Z,-48.454479,-123.459921,126.7,4.9,4,4.72,97.7
2031-04-02T07:57:50Z,-48.454514,-123.459634,126.7,2.7,5,4.3,100.5
2031-04-02T07:57:55Z,-48.454584,-123.459318,126.8,2.3,5.9,4.92,108.4
2031-04-02T07:58:00Z,-48.454679,-123.459009,127.1,2,4.4,5.03,114.9
2031-04-02T07:58:05Z,-48.454789,-123.458758,127.2,2.4,6.7,4.45,123.4
2031-04-02T07:58:10Z,-48.454932,-123.458521,127.5,4.7,5.2,4.72,132.2
2031-04-02T07:58:15Z,-48.455131,-123.458241,127.6,4.6,3.1,6.07,137.1
2031-04-02T07:58:20Z,-48.455322,-123.457943,127.7,2.7,6.2,6.11,133.9
2031-04-02T07:58:25Z,-48.45546,-123.457636,128,3.6,7.6,5.47,124.2
2031-04-02T07:58:30Z,-48.45562,-123.457331,128.2,3.6,4.9,5.74,128.3
2031-04-02T07:58:35Z,-48.455781,-123.457069,127.8,4.2,7.5,5.27,132.9
2031-04-02T07:58:40Z,-48.455943,-123.456798,127.4,4.1,7.1,5.4,132.1
2031-04-02T07:58:45Z,-48.45612,-123.456483,127.1,4.5,5.7,6.1,130.3
2031-04-02T07:58:50Z,-48.456265,-123.456263,126.8,4.9,4.5,4.57,134.6
2031-04-02T07:58:55Z,-48.456414,-123.456034,126.5,2.7,3.4,4.73,134.6
2031-04-02T07:59:00Z,-48.456593,-123.45568,126.5,3.1,3.7,6.57,127.3
2031-04-02T07:59:05Z,-48.456715,-123.455332,126.2,5,5.2,5.82,117.9
2031-04-02T07:59:10Z,-48.456848,-123.455048,125.9,2.9,5.9,5.13,125.2
2031-04-02T07:59:15Z,-48.456967,-123.454675,125.5,2.8,5.1,6.11,115.7
2031-04-02T07:59:20Z,-48.457057,-123.454314,125.2,3,6.7,5.7,110.6
2031-04-02T07:59:25Z,-48.457122,-123.453929,124.7,2.4,5.4,5.86,104.3
2031-04-02T07:59:30Z,-48.457145,-123.453539,124,3,4.2,5.78,95
2031-04-02T07:59:35Z,-48.457132,-123.453198,123.7,3.6,3.8,5.05,86.8
2031-04-02T07:59:40Z,-48.457117,-123.45284,123.4,2.4,6.4,5.3,86.3
2031-04-02T07:59:45Z,-48.457061,-123.452473,122.8,3.7,5.2,5.55,76.9
2031-04-02T07:59:50Z,-48.457023,-123.452105,121.9,3.5,7.9,5.5,81.2
2031-04-02T07:59:55Z,-48.456988,-123.451649,121.1,2,7.5,6.78,83.3
2031-04-02T08:00:00Z,-48.456974,-123.451289,120.6,3,7.7,5.32,86.7
2031-04-02T08:00:05Z,-48.456948,-123.450819,119.9,3.7,7.1,6.97,85.2
2031-04-02T08:00:10Z,-48.456933,-123.45046,119.4,2.4,7,5.31,86.4
2031-04-02T08:00:15Z,-48.456906,-123.450099,118.5,2.1,4.4,5.37,83.5
2031-04-02T08:00:20Z,-48.456874,-123.449711,117.7,3.5,3.2,5.77,83.1
2031-04-02T08:00:25Z,-48.456849,-123.449259,117.1,4.1,5.9,6.69,85.1
2031-04-02T08:00:30Z,-48.456819,-123.448796,116,4.8,5.6,6.88,84.4
2031-04-02T08:00:35Z,-48.456812,-123.448359,115.2,3.7,4.6,6.45,88.7
2031-04-02T08:00:40Z,-48.456814,-123.447907,114.1,2.1,6.5,6.67,90.4
2031-04-02T08:00:45Z,-48.456798,-123.447486,113.3,2.6,4.4,6.22,86.5
2031-04-02T08:00:50Z,-48.456755,-123.447107,112.6,3,5.8,5.68,80.5
2031-04-02T08:00:55Z,-48.456688,-123.446691,111.5,3,3,6.32,76.2
2031-04-02T08:01:00Z,-48.456601,-123.446248,110.9,4.8,5.5,6.83,73.7
2031-04-02T08:01:05Z,-48.456538,-123.445804,109.6,4.7,6,6.71,77.8
2031-04-02T08:01:10Z,-48.456478,-123.445353,108.5,2.2,7.1,6.79,78.7
2031-04-02T08:01:15Z,-48.456435,-123.444833,107.8,4.9,4.2,7.73,83
2031-04-02T08:01:20Z,-48.456369,-123.444364,107.1,3.6,3.7,7.08,78
2031-04-02T08:01:25Z,-48.456307,-123.443871,105.8,3.4,6.6,7.42,79.3
2031-04-02T08:01:30Z,-48.456229,-123.443373,104.9,2.5,3.2,7.56,76.6
2031-04-02T08:01:35Z,-48.456156,-123.442856,103.5,3.1,4.3,7.8,78
2031-04-02T08:01:40Z,-48.456113,-123.442407,102.2,2.6,6.9,6.69,81.9
2031-04-02T08:01:45Z,-48.456023,-123.441876,101,2.6,8,8.1,75.6
2031-04-02T08:01:50Z,-48.455964,-123.441433,99.9,3,3.6,6.66,78.7
2031-04-02T08:01:55Z,-48.455892,-123.44094,98.8,5,5.2,7.46,77.5
2031-04-02T08:02:00Z,-48.455772,-123.44042,97.3,3.4,4.6,8.13,70.9
2031-04-02T08:02:05Z,-48.455651,-123.439894,96.2,4.2,5.9,8.21,70.9
2031-04-02T08:02:10Z,-48.455562,-123.439423,95.2,4.1,5.1,7.24,74.1
2031-04-02T08:02:15Z,-48.455456,-123.438935,94.4,2.3,3.2,7.58,71.8
2031-04-02T08:02:20Z,-48.455338,-123.438416,93.4,4.1,6.3,8.09,71.2
2031-04-02T08:02:25Z,-48.455245,-123.437874,91.8,3.3,3.7,8.27,75.5
2031-04-02T08:02:30Z,-48.455211,-123.437399,90.6,2.8,3.3,7.06,83.7
2031-04-02T08:02:35Z,-48.455204,-123.436833,89.4,4.9,5.2,8.35,89
2031-04-02T08:02:40Z,-48.455207,-123.436313,88.5,3,5.3,7.69,90.4
2031-04-02T08:02:45Z,-48.455255,-123.435827,87,3.1,7.8,7.25,98.5
2031-04-02T08:02:50Z,-48.455291,-123.435345,86.1,5,6.6,7.16,96.4
2031-04-02T08:02:55Z,-48.455357,-123.434764,84.8,3.7,5.7,8.71,99.7
2031-04-02T08:03:00Z,-48.455431,-123.434179,83.7,3.8,5.4,8.8,100.8
2031-04-02T08:03:05Z,-48.45549,-123.433663,82.3,4.9,3.5,7.73,99.8
2031-04-02T08:03:10Z,-48.455531,-123.433103,80.7,4.2,6,8.32,96.4
2031-04-02T08:03:15Z,-48.455516,-123.432583,79.6,3.2,5.9,7.68,87.4
2031-04-02T08:03:20Z,-48.455536,-123.432018,78.4,4.3,6.6,8.36,93.1
2031-04-02T08:03:25Z,-48.455543,-123.431513,77.5,4.9,7.6,7.47,91.2
2031-04-02T08:03:30Z,-48.455511,-123.430911,76.1,3.6,4.4,8.91,85.4
2031-04-02T08:03:35Z,-48.455422,-123.430396,75.2,2.3,7.5,7.87,75.4
2031-04-02T08:03:40Z,-48.455356,-123.429851,73.9,2.8,7.2,8.17,79.6
2031-04-02T08:03:45Z,-48.455283,-123.429333,72.9,2.6,4.1,7.82,78.1
2031-04-02T08:03:50Z,-48.455254,-123.428712,72.1,2,4.1,9.19,86
2031-04-02T08:03:55Z,-48.455188,-123.428088,70.9,4.3,3.3,9.33,80.9
2031-04-02T08:04:00Z,-48.455123,-123.427484,69.4,3.6,3.8,9.04,80.7
2031-04-02T08:04:05Z,-48.45505,-123.42688,68.6,4.6,6.1,9.07,79.7
2031-04-02T08:04:10Z,-48.454929,-123.426298,67.7,3.9,7.6,9,72.6
2031-04-02T08:04:15Z,-48.454803,-123.425756,66.5,4.2,7.1,8.49,70.7
2031-04-02T08:04:20Z,-48.45466,-123.425274,65.7,3.9,3.5,7.79,65.9
2031-04-02T08:04:25Z,-48.454538,-123.424681,64.6,2.3,4.7,9.17,72.8
2031-04-02T08:04:30Z,-48.454376,-123.424179,63.3,4.8,5,8.23,64.1
2031-04-02T08:04:35Z,-48.454249,-123.423573,62.4,3.3,4.8,9.38,72.5
2031-04-02T08:04:40Z,-48.454143,-123.423063,61.4,2.4,4.7,7.9,72.5
2031-04-02T08:04:45Z,-48.453959,-123.422468,60,2.7,7.2,9.69,65
2031-04-02T08:04:50Z,-48.453799,-123.421898,59,3,3.4,9.14,67
2031-04-02T08:04:55Z,-48.453661,-123.421281,58.3,3.3,3.2,9.62,71.4
2031-04-02T08:05:00Z,-48.453502,-123.420724,57.1,2.4,3.5,8.95,66.8
2031-04-02T08:05:05Z,-48.453362,-123.42011,56.4,2.6,7.5,9.58,71
2031-04-02T08:05:10Z,-48.453296,-123.419495,55.8,4.4,7.1,9.2,80.9
2031-04-02T08:05:15Z,-48.453263,-123.418898,55,3.6,4,8.84,85.2
2031-04-02T08:05:20Z,-48.453296,-123.418306,54.1,3.7,7.1,8.77,94.8
2031-04-02T08:05:25Z,-48.453383,-123.41766,52.8,3.8,4.8,9.74,101.5
2031-04-02T08:05:30Z,-48.453524,-123.417007,51.8,4.4,4.3,10.14,108
2031-04-02T08:05:35Z,-48.453714,-123.416456,50.9,4.8,6.6,9.17,117.5
2031-04-02T08:05:40Z,-48.453929,-123.415979,50.1,2.9,4,8.52,124.3
2031-04-02T08:05:45Z,-48.454215,-123.415488,49.3,2.4,7.8,9.65,131.2
2031-04-02T08:05:50Z,-48.454449,-123.414908,48.7,3.4,6.9,10.01,121.3
2031-04-02T08:05:55Z,-48.454673,-123.414447,48.1,2.1,7.6,8.45,126.2
2031-04-02T08:06:00Z,-48.454897,-123.413841,47.8,2.3,5.9,10.24,119.1
2031-04-02T08:06:05Z,-48.455107,-123.413236,47,2.6,3.3,10.09,117.7
2031-04-02T08:06:10Z,-48.455265,-123.412624,46.2,4.4,6.2,9.69,111.2
2031-04-02T08:06:15Z,-48.455448,-123.412024,45.8,3.2,7.8,9.76,114.8
2031-04-02T08:06:20Z,-48.455667,-123.411489,44.9,2.1,6.6,9.28,121.6
2031-04-02T08:06:25Z,-48.455955,-123.410984,44.8,3.9,3.9,9.85,130.7
2031-04-02T08:06:30Z,-48.456226,-123.410496,44,3.3,5.1,9.39,130
2031-04-02T08:06:35Z,-48.456502,-123.410031,43.9,3.9,6.6,9.21,131.8
2031-04-02T08:06:40Z,-48.456726,-123.409532,43.2,4.4,6.6,8.9,124.1
2031-04-02T08:06:45Z,-48.456978,-123.409011,43.1,2.4,7.2,9.53,126.1
2031-04-02T08:06:50Z,-48.457296,-123.408536,42.7,3.1,4.4,9.95,135.3
2031-04-02T08:06:55Z,-48.457595,-123.408029,42.5,2.2,6.9,10.01,131.6
2031-04-02T08:07:00Z,-48.457928,-123.407627,42.5,3.6,7.4,9.51,141.4
2031-04-02T08:07:05Z,-48.458203,-123.407186,42,4.2,7.6,8.93,133.2
2031-04-02T08:07:10Z,-48.458456,-123.406687,41.6,2.7,5.3,9.27,127.4
2031-04-02T08:07:15Z,-48.458763,-123.40625,41.1,4.5,7.4,9.4,136.6
2031-04-02T08:07:20Z,-48.459108,-123.405809,40.7,2.7,4.6,10.09,139.8
2031-04-02T08:07:25Z,-48.459391,-123.405312,40.8,5,4.7,9.67,130.7
2031-04-02T08:07:30Z,-48.45968,-123.40478,40.4,2.1,7.9,10.14,129.2
2031-04-02T08:07:35Z,-48.460001,-123.404271,40.3,2.9,5.4,10.39,133.6
2031-04-02T08:07:40Z,-48.460306,-123.40376,40.3,3.3,6.9,10.14,132
2031-04-02T08:07:45Z,-48.460569,-123.403159,40.2,4.4,6.9,10.63,123.5
2031-04-02T08:07:50Z,-48.460781,-123.402629,40.2,2.5,3.6,9.13,121.1
2031-04-02T08:07:55Z,-48.461014,-123.402123,40.2,2,7.1,9.09,124.7
2031-04-02T08:08:00Z,-48.46129,-123.401681,40.1,3.1,4.5,8.98,133.3
2031-04-02T08:08:05Z,-48.461617,-123.401233,40.5,2.6,7,9.83,137.8
2031-04-02T08:08:10Z,-48.462013,-123.400819,40.5,4.4,5.6,10.73,145.2
2031-04-02T08:08:15Z,-48.462404,-123.400542,40.6,4.9,6,9.61,154.9
2031-04-02T08:08:20Z,-48.462778,-123.400203,40.8,3.1,5.3,9.73,149
2031-04-02T08:08:25Z,-48.463155,-123.399756,41.5,2,6,10.66,141.8
2031-04-02T08:08:30Z,-48.463503,-123.399339,41.8,4.6,4.3,9.91,141.6
2031-04-02T08:08:35Z,-48.463861,-123.398856,42.1,3.2,7.3,10.69,138.1
2031-04-02T08:08:40Z,-48.464163,-123.398332,42.9,2.9,4.6,10.24,131
2031-04-02T08:08:45Z,-48.464498,-123.397829,43.6,2.4,3.1,10.53,135.2
2031-04-02T08:08:50Z,-48.464823,-123.397411,44.4,2.8,4.9,9.51,139.5
2031-04-02T08:08:55Z,-48.465106,-123.396975,45.2,3.6,7.5,9.01,134.4
2031-04-02T08:09:00Z,-48.465487,-123.396527,45.6,3.2,7.7,10.75,142.1
2031-04-02T08:09:05Z,-48.465901,-123.396158,45.8,3.8,5.4,10.71,149.4
2031-04-02T08:09:10Z,-48.466283,-123.395903,46.1,4.8,5.1,9.3,156.2
2031-04-02T08:09:15Z,-48.466722,-123.395566,46.4,2.7,3.1,10.99,153
2031-04-02T08:09:20Z,-48.467103,-123.395295,46.9,2.2,5.3,9.37,154.8
2031-04-02T08:09:25Z,-48.467519,-123.395084,47.7,2.6,5.9,9.76,161.3
2031-04-02T08:09:30Z,-48.467933,-123.39483,48.4,3.5,3.7,9.96,157.9
2031-04-02T08:09:35Z,-48.468371,-123.39452,49.2,2.4,3.1,10.77,154.9
2031-04-02T08:09:40Z,-48.468795,-123.394257,49.8,3.6,5.5,10.2,157.6
2031-04-02T08:09:45Z,-48.469167,-123.393934,50.5,2.7,4.3,9.56,150.1
2031-04-02T08:09:50Z,-48.469547,-123.393639,51.2,2.5,6.6,9.5,152.7
2031-04-02T08:09:55Z,-48.469998,-123.393382,52,4.1,6.2,10.75,159.3
2031-04-02T08:10:00Z,-48.470462,-123.393151,53.1,4.1,3.9,10.89,161.8
